qid,is_impossible,question,gold,prediction,outcome,refused,refusal_reason,top_distance,em,f1
5ad25dd3d7d075001a428f02,True,What is equivalent to 804 liters of gaseous oxygen?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4392,1.0,1.0
5ad27abcd7d075001a42962c,True,How wide are the Jura Mountains?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7975,1.0,1.0
57300a25a23a5019007fcc98,False,What was a long term goal of French foreign policy along the Rhine?,"Establishing ""natural borders"" | Establishing ""natural borders"" | Establishing ""natural borders"" on the Rhine","Establishing ""natural borders"" on the Rhine.",answered,False,,0.3002,1.0,1.0
5a1c8753b4fb5d0018714669,True,What other film city struggled as Jacksonville grew in popularity?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3384,1.0,1.0
5ad1373b645df0001a2d11ce,True,Who is currently the Vice President of Council?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.569,1.0,1.0
5a55106f134fea001a0e18af,True,What was the purpose of the suite developed in 1985? ,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.766,1.0,1.0
57339ad74776f41900660e89,False,Where is the Jazz Jamboree hosted?,Warsaw | Warsaw | Warsaw,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5985,0.0,0.0
5ad24840d7d075001a428b5c,True,What is key to getting the skills needed for low demand jobs?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.649,1.0,1.0
5737a5931c456719005744e7,False,Where does centripetal force go?,toward the center of the curving path | center of the curving path. | the center of the curving path | directed toward the center of the curving path,The provided documents do not contain this information.,refused,True,model_judgement,0.3055,0.0,0.0
57297bc9af94a219006aa4ca,False,What must the integer m be less than or equal to when performing trial division?,less than or equal to the square root of n | the square root of n | square root of n | the square root of n. | the square root of n.,The square root of n.,answered,False,,0.4181,1.0,1.0
57263cfcec44d21400f3dc8d,False,What was Apple Talk ,a proprietary suite of networking protocols developed by Apple Inc. in 1985 | a proprietary suite of networking protocols developed by Apple Inc | proprietary suite of networking protocols,AppleTalk was a proprietary suite of networking protocols developed by Apple Inc. in 1985 for Apple Macintosh computers.,answered,False,,0.3406,0.0,0.7857
572885c44b864d1900164a7c,False,What was the Chinese name for the Central Secretariat?,Zhongshu Sheng | Zhongshu Sheng | Zhongshu Sheng,The provided documents do not contain this information.,refused,True,model_judgement,0.3323,0.0,0.0
5a89320b3b2508001a72a50f,True,"What organization offers monetary awards for identifying primes with at least 150,000 digits?",,The provided documents do not contain this information.,refused,True,model_judgement,0.3376,1.0,1.0
5a25eed2c93d92001a400347,True,What does the contractor produce to let everyone see the project's goals?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3727,1.0,1.0
57106185b654c5140001f8dd,False,What Swiss city was the center of the Calvinist movement?,Geneva | Geneva | Geneva,Geneva was John Calvin's adopted home and the centre of the Calvinist movement.,answered,False,,0.3726,0.0,0.1667
5a2c08aebfd06b001a5ae98c,True,When did BSkyB become the largest US television company?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3498,1.0,1.0
573362b94776f41900660976,False,What type of architecture is the Palace of Four Windows an impressive example of?,rococo | rococo | rococo,The provided documents do not contain this information.,refused,True,model_judgement,0.4015,0.0,0.0
5a25eae4c93d92001a40033f,True,What are three things the role of the main contractor is?,,"The provided context does not explicitly state the role of the main contractor, but it can be inferred that their role involves:  1. Having a direct contractual relationship with subcontractors 2. Being responsible for managing the works from inception to completion (although this is stated as part ",answered,False,,0.3959,0.0,0.0
5727e8424b864d1900163fc0,False,How many Americans are richer than more than half of all citizens?,400 | 400 | 400,The provided documents do not contain this information.,refused,True,model_judgement,0.3013,0.0,0.0
5726431aec44d21400f3dd14,False,What did Tymnet connect ,"connect host computers (servers)at thousands of large companies, educational institutions, and government agencies | host computers (servers)at thousands of large companies, educational institutions, and government agencies | host computers","According to the context, Tymnet connected:  * Host computers (servers) at thousands of large companies, educational institutions, and government agencies * Users via dial-up connections or dedicated async connections * Government agencies and large companies (mostly banks and airlines) to build the",answered,False,,0.1862,0.0,0.3385
5a835778e60761001a2eb5da,True,Where does the jelly-like layer come from in complex animals?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3618,1.0,1.0
5ad25878d7d075001a428dc8,True,Where are there the fewest Protestants in France?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3629,1.0,1.0
5ad22a96d7d075001a4285dc,True,When did Robert Mayow prove his theories?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6431,1.0,1.0
5ad25d05d7d075001a428ed3,True,What do oxoacids evolve from?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7216,1.0,1.0
57299a6f6aef051400155017,False,"For a field F containing 0 and 1, what would be the prime field?",the smallest subfield | the smallest subfield | Q or the finite field with p elements | the smallest subfield,The prime field is either Q or the finite field with p elements.,answered,False,,0.4606,0.0,0.7778
5ad3b147604f3c001a3fecd5,True,What was the goal of Haddock's expedition?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5696,1.0,1.0
56de3cd0cffd8e1900b4b6be,False,Who did Alexander I marry?,Sybilla of Normandy | Sybilla of Normandy | Sybilla,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6447,0.0,0.0
5ad4d52a5b96ef001a10a261,True,What are peptides processed into?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6753,1.0,1.0
5727502f708984140094dc08,False,The presence of who is highly likely even in small projects?,the mortgage banker | mortgage banker | mortgage banker,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5781,0.0,0.0
5a6ce4fa4eec6b001a80a688,True,What is not an example of what a clinical pharmacist's duties entail?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3605,1.0,1.0
571c4132dd7acb1400e4c0b2,False,In what year did Priestley publish the findings of his experiments?,1775 | 1775 | 1775 | 1775 | 1775,1775.,answered,False,,0.267,1.0,1.0
5727515f708984140094dc11,False,What South African law recognized two types of schools?,South African Schools Act | South African Schools Act | South African Schools Act,"The South African Schools Act of 1996 recognised two categories of schools: ""public"" (state-controlled) and ""independent"" (which includes traditional private schools and schools which are privately governed).",answered,False,,0.2932,0.0,0.2667
5710e8c8a58dae1900cd6b26,False,Which central European country had a Calvinist ruler?,Prussia | Great Elector Frederick William | Prussia,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5356,0.0,0.0
5710eb6fb654c5140001fa17,False,What was the name of the first Huguenot outpost in South Carolina?,Charlesfort | Charlesfort | Charlesfort,Charlesfort.,answered,False,,0.3141,1.0,1.0
5acf82c277cf76001a685067,True,Student enrollment increased as a result of increased crime and poverty in which neighborhood?,,"The provided documents do not contain this information.   However, it can be inferred that student applications declined due to increasing crime and poverty in the Hyde Park neighborhood.",hedged,False,,0.4242,0.0,0.0
57286bf84b864d19001649d6,False,What is the name of the American writer and satirist who is also a university alumni?,Kurt Vonnegut | Kurt Vonnegut | Kurt Vonnegut,Kurt Vonnegut.,answered,False,,0.3291,1.0,1.0
5ad3bf63604f3c001a3fef5d,True,How many horsepower was Newcomen's engine?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4385,1.0,1.0
5733d3cb4776f419006612eb,False,What is the confusion of the French and Indian war?,"Indians fought on both sides of the conflict, and that this was part of the Seven Years' War | Indians fought on both sides of the conflict | obscures the fact that Indians fought on both sides of the conflict, and that this was part of the Seven Years' War | Seven Years' War | it obscures the fact that Indians fought on both sides of the conflict","The provided context does not explicitly state what the ""confusion"" of the French and Indian War is. However, it mentions that the traditional name ""French and Indian War"" obscures the fact that Indians fought on both sides of the conflict, implying that this might be a source of confusion or miscon",answered,False,,0.4108,0.0,0.4615
5ad26f6ed7d075001a429422,True,In what era was the Williamite war in Ireland?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4341,1.0,1.0
5a605cdce9e1cc001a33cd4a,True,Can a packet ever be sent to the wrong number?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4051,1.0,1.0
5725c41eec44d21400f3d50e,False,How has this debate been proven?,This debate has proved difficult | difficult to resolve,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6671,0.0,0.0
572fc5a1947a6a140053cc8c,False,Who has the task of ensuring party members vote according to the party line?,whips | whips | whips,"Parties entrust some MSPs, known as whips, with the task of ensuring that party members vote according to the party line.",answered,False,,0.3556,0.0,0.1
572a05eb3f37b31900478657,False,Policies which reduce the inequality associated effects of unemployment support what type of growth?,economic | economic | economic,Policies which reduce the inequality-associated effects of unemployment support economic growth.,answered,False,,0.2428,0.0,0.1818
572998673f37b319004784d9,False,How much larger would cicada predator populations be if cicada outbreaks occurred at 14 and 15 year intervals?,up to 2% higher | 2% | 2% | 2%,"Over a 200-year period, average predator populations during hypothetical outbreaks of 14- and 15-year cicadas would be up to 2% higher than during outbreaks of 13- and 17-year cicadas.",answered,False,,0.3366,0.0,0.25
5a2c3a5cbfd06b001a5aea7b,True,What is available as stand-alone DVB CAMs?,,VideoGuard decoders are not available as stand-alone DVB CAMs.,answered,False,,0.3935,0.0,0.0
573003dd947a6a140053cf43,False,Why did natural sedimentation by the Rhine compensate the transgression bby the sea?,Rates of sea-level rise | sea-level rise had dropped | Rates of sea-level rise had dropped,The provided documents do not contain this information.,refused,True,model_judgement,0.3103,0.0,0.0
5ad3bb68604f3c001a3feec7,True,What battle inside Quebec City did British lose in 1760?,,The Battle of Sainte-Foy.,answered,False,,0.301,0.0,0.0
572fd6aa04bcaa1900d76da0,False,"What month, every four years, are the ordinary general elections held on?",May | May | May,May.,answered,False,,0.2231,1.0,1.0
5ad4d0385b96ef001a10a17c,True,What is used to eliminate a pathogen that infects the body once?,,The provided documents do not contain this information.,refused,True,model_judgement,0.28,1.0,1.0
572fb42904bcaa1900d76c17,False,What type of ballot is used to elect the Presiding Officer and deputies of the Parliament?,secret | secret | a secret ballot,A secret ballot.,answered,False,,0.3779,1.0,1.0
5729efab3f37b319004785d2,False,Dendritic cells present antigens to what cells of the adaptive nervous system?,T cells | T cells | T cells,"The provided documents do not contain this information.  However, I can infer that the question is likely referring to the ""adaptive immune system"", not the ""nervous system"". According to the context, dendritic cells present antigens to T cells, which are a key cell type of the adaptive immune syste",hedged,False,,0.258,0.0,0.0909
56de3dbacffd8e1900b4b6d2,False,What country was under the control of Norman barons?,Wales | Wales | Wales,Wales was at some point subject to Norman interference.,answered,False,,0.372,0.0,0.2
5a58e9133e1742001a15cea6,True,What is the key bed?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6019,1.0,1.0
5725fb8138643c19005acf40,False,What was the very first television station to broadcast in Fresno?,KMJ-TV | KMJ-TV | KMJ-TV,KMJ-TV.,answered,False,,0.3385,1.0,1.0
572fc5a1947a6a140053cc8d,False,What happens if a member doesn't vote the party line?,deselected as official party candidates during future elections | deselected as official party candidates | deselected as official party candidates during future elections,Those who don't vote according to the party line are unlikely to reach higher political ranks in their parties.,answered,False,,0.426,0.0,0.087
5ad2605dd7d075001a428fc7,True,"In Galileo's view, the terrestrial sphere contained how many elements?",,The provided documents do not contain this information.,refused,True,model_judgement,0.3432,1.0,1.0
5728683b3acd2414000df9b0,False,In what year did the scavenger hunt begin?,1987 | 1987 | 1987,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5913,0.0,0.0
5ad25d39d7d075001a428eda,True,How are the rates of social goods in countries with lower inequality?,,"According to the context, in countries with lower inequality, such as Japan and Finland, there are higher rates of social goods, including:  * Life expectancy by country * Educational performance * Trust among strangers * Women's status * Social mobility * Numbers of patents issued.",answered,False,,0.4025,0.0,0.0
5ad26105d7d075001a428ff5,True,What establishments have been around since 1990?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.7393,1.0,1.0
5a605197eae51e001ab14d0c,True,Did Paul Baran has assistance from anyone when he developed the concept?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6892,1.0,1.0
571cc6f85efbb31900334de4,False,At what temperature will oxygen condense?,"90.20 K | 90.20 K | 90.20 K (−182.95 °C, −297.31 °F) | 90.20 K | 90.20 K (−182.95 °C, −297.31 °F)","Oxygen condenses at 90.20 K (−182.95 °C, −297.31 °F).",answered,False,,0.2953,0.0,0.8
5a668682f038b7001ab0bf50,True,What does X.25's integrity operations concern?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6166,1.0,1.0
5ad25c69d7d075001a428ea5,True,What South African family had the largest vineyard in France?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3865,1.0,1.0
5ad26dbcd7d075001a4293d5,True,In what year did the Black Eagle Brewery change its name to Old Truman Brewery?,,The provided documents do not contain this information.,refused,True,model_judgement,0.385,1.0,1.0
5ad53ac65b96ef001a10abae,True,What does not regularly use input coding as its concrete choice?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5412,1.0,1.0
5ad03b4677cf76001a686ea2,True, When did the Ottoman Empire rise?,,"The provided documents do not contain this information.  However, based on the context, we can infer that the Ottoman Empire was established in 1299.",hedged,False,,0.3656,0.0,0.0
570d4030fed7b91900d45da1,False,What entity owns V/Line?,Victorian Government | the Victorian Government | Victorian Government,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6628,0.0,0.0
5ad40b9a604f3c001a40001b,True,What type of valve is used by recent springs?,,Adjustable spring-loaded valve,answered,False,,0.5297,0.0,0.0
573755afc3c5551400e51eb5,False,What is the magnitude of force divided by when external force is added?,mass of the system | mass of the system | the mass of the system | the mass of the system | mass of the system,"The provided context does not explicitly state what the magnitude of force is divided by when an external force is added. However, it mentions that the acceleration of the center of mass is proportional to the magnitude of the external force divided by the mass of the system.  So, based on this info",answered,False,,0.4151,0.0,0.1034
572826634b864d19001645c1,False,What Jacksonville community is known for having heavy ties to the Navy?,Filipino | Filipino community | Filipino,"The provided documents do not contain this information.  However, based on the context, it can be inferred that the Filipino community in Jacksonville has ties to the United States Navy.",hedged,False,,0.1952,0.0,0.1429
5a8940ba3b2508001a72a55e,True,"According to Giuga's theorem, what factorial must be divisible by p if some integer p > 1 is to be considered prime?",,The provided documents do not contain this information.,refused,True,model_judgement,0.3801,1.0,1.0
57373f80c3c5551400e51e93,False,What force acted on bodies to retard their velocity?,friction | friction | gravity | friction | friction | force,Friction.,answered,False,,0.4842,1.0,1.0
56e1efa0e3433e140042321a,False,In what complexity class do complement problems of NP problems exist?,co-NP | co-NP | co-NP,co-NP,answered,False,,0.2393,1.0,1.0
5ad4cd6e5b96ef001a10a127,True,What building was a gift from Poland?,,"The provided documents do not contain this information.  However, it is mentioned that the Palace of Culture and Science was a gift from the Soviet Union.",hedged,False,,0.4343,0.0,0.0
5a6681d1f038b7001ab0bf01,True,What is using moral dialogue considered when not following the law?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6067,1.0,1.0
57265c10f1498d1400e8dd36,False,What does the bathocyroe and ocyropsis do to escape danger?,by clapping their lobes | clapping their lobes | clapping their lobes,"Members of the lobate genera Bathocyroe and Ocyropsis can escape from danger by clapping their lobes, so that the jet of expelled water drives them backwards very quickly.",answered,False,,0.5083,0.0,0.2667
5729e500af94a219006aa6b6,False,Beginning how many years ago did the amazon rainforest extend 45 degrees south?,66–34 Mya | 66–34,The provided documents do not contain this information.,refused,True,model_judgement,0.3986,0.0,0.0
572940246aef051400154bec,False,What other activities does the UNFCCC require the IPCC to run?,the Data Distribution Centre and the National Greenhouse Gas Inventories Programme | Data Distribution Centre and the National Greenhouse Gas Inventories Programme | Data Distribution Centre and the National Greenhouse Gas Inventories Programme,The Data Distribution Centre and the National Greenhouse Gas Inventories Programme.,answered,False,,0.2903,1.0,1.0
570d35b7b3d812140066d551,False,What is the Victoria state bird?,helmeted honeyeater | the helmeted honeyeater | helmeted honeyeater,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5862,0.0,0.0
56e1c4fce3433e1400423150,False,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine?,quantum | quantum | quantum,Quantum Turing machines.,answered,False,,0.3042,0.0,0.5
5a591a5f3e1742001a15cf8b,True,Research regarding metamorphic processes helps explain what about pressure?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3711,1.0,1.0
5a6696d0f038b7001ab0c022,True,What applications did AUSTPAC not support?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3239,1.0,1.0
5ad3f7ac604f3c001a3ffa3b,True,Who did Edgar marry?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5365,1.0,1.0
572fbea404bcaa1900d76c5c,False,Why is the seating of the debating chamber arranged as it is?,encourage consensus amongst elected members | encourage consensus amongst elected members | reflects the desire to encourage consensus amongst elected members,"The debating chamber of the Scottish Parliament has seating arranged in a hemicycle, which reflects the desire to encourage consensus amongst elected members.",answered,False,,0.3378,0.0,0.5926
57297547af94a219006aa45c,False,Who included 1 as the first prime number in the mid 18th century?,Christian Goldbach | Christian Goldbach | Christian Goldbach | mathematicians | mathematicians,Christian Goldbach listed 1 as the first prime in his famous correspondence with Leonhard Euler.,answered,False,,0.2958,0.0,0.25
5a1c55b4b4fb5d0018714605,True,What cities 340 km from Jacksonville?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3399,1.0,1.0
572982e66aef051400154f94,False,"the Great Internet Mersenne Prime Search, what was the prize for finding a prime with at least 10 million digits?","US$100,000 | US$100,000 | US$100,000 | $100,000 | US$100,000","A US$100,000 prize.",answered,False,,0.1983,0.0,0.6667
5ad3cab2604f3c001a3ff0e4,True,Who created an engine using transport applications in 1801?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5035,1.0,1.0
5a63866968151a001a922337,True,What party is strongest in Melbourne's financial district?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4117,1.0,1.0
5733e5a14776f4190066145c,False,Who was given land by British goovernment for development of Ohio Country?,Ohio Company of Virginia | Ohio Company of Virginia | Ohio Company of Virginia | Ohio Company of Virginia | Ohio Company,The Ohio Company of Virginia.,answered,False,,0.2942,1.0,1.0
5a1c539bb4fb5d00187145fa,True,Which Florida city has a smallest population?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4441,1.0,1.0
5ad04f7977cf76001a686fbc,True,What MSL team is from Southern California?,,The LA Galaxy.,answered,False,,0.4342,0.0,0.0
5726dcbddd62a815002e9321,False,In which two codes were the roles of pharmacists codified?,the Taihō Code (701) and re-stated in the Yōrō Code (718) | Taihō Code (701) and re-stated in the Yōrō Code | Taihō Code (701) and re-stated in the Yōrō Code,The Taihō Code (701) and the Yōrō Code (718).,answered,False,,0.4469,0.0,0.875
57308ddc396df919000961a5,False,What law justified British imperialism?,Terra nullius | Terra nullius | Terra nullius | Terra nullius,Roman law.,answered,False,,0.4314,0.0,0.0
57264228ec44d21400f3dcf9,False,Telnet was sold to ,Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE | GTE | GTE,GTE.,answered,False,,0.3942,1.0,1.0
5ad40ac5604f3c001a3fffc8,True, What type of medicine did otachi reject?,,"The provided context does not specify what type of medicine otachi rejected, but it mentions that Mongol shamans used spiritual cures. It can be inferred that otachi doctors focused on herbal remedies and possibly rejected or distinguished themselves from the spiritual aspects of Mongol shamanism.",answered,False,,0.4702,0.0,0.0
57339555d058e614000b5df3,False,What year was the University of Warsaw established?,1816 | 1816 | 1816,The University of Warsaw was established in 1816.,answered,False,,0.2224,0.0,0.25
572a11663f37b31900478693,False,When did Galor and Zeria show new information about inequality?,1993 | 1993 | 1993,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5599,0.0,0.0
573792ee1c456719005744ba,False,What was used to create a new electromagnetic theory to reconcile the troubles with electromagnetic theory as it used to stand?,quantum mechanics | quantum mechanics | quantum mechanics | the work of leading theoretical physicists,Quantum mechanics was used to create a new electromagnetic theory.,answered,False,,0.4045,0.0,0.3636
572a05eb3f37b31900478655,False,Persistent unemployment has what effect on long-term economic growth?,negative | negative effect | negative,"Negative.   According to the context, ""High and persistent unemployment...has a negative effect on subsequent long-run economic growth.""",answered,False,,0.3031,0.0,0.2353
57274b35f1498d1400e8f5d6,False,How are ergänzungsschulen funded?,tuition | tuition | tuition fees,Ergänzungsschulen are funded in whole by charging their students tuition fees.,answered,False,,0.2124,0.0,0.3077
5706143575f01819005e7953,False,What is the other NHL team aside from the Anaheim Ducks to reside in Southern California?,Los Angeles Kings | Los Angeles Kings | Los Angeles Kings,The Los Angeles Kings are the other NHL team aside from the Anaheim Ducks to reside in Southern California.,answered,False,,0.3975,0.0,0.3158
57281edd3acd2414000df4ec,False,Who was Jacksonville's mayor at the time of the consolidation?,Hans Tanzler | Hans Tanzler | Hans Tanzler,Hans Tanzler was Jacksonville's mayor at the time of the consolidation.,answered,False,,0.2356,0.0,0.3636
5ad3bf63604f3c001a3fef5c,True,What sort of motion did Newcomen's steam engine continuously produce?,,The provided documents do not contain this information.,refused,True,model_judgement,0.392,1.0,1.0
5ad53ac65b96ef001a10abad,True,What is the abstract choice typically assumed by most complexity-theoretic theorems?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4754,1.0,1.0
572681c1dd62a815002e8797,False,What do platyctenida use their pharynx for?,"cling to and creep on surfaces | as a muscular ""foot"" | as a muscular ""foot""","They cling to and creep on surfaces by everting the pharynx and using it as a muscular ""foot"".",answered,False,,0.3455,0.0,0.5455
5ad2647bd7d075001a429157,True,"The Kuznets curve says with economic development, inequality will increase after what?",,"The provided context does not explicitly state the specific sequence of events regarding when inequality increases or decreases according to the Kuznets curve hypothesis. However, it mentions that ""with economic development, inequality first increases, then decreases"" as a statement about the Kuznet",answered,False,,0.2383,0.0,0.0
572ff932a23a5019007fcbd7,False,The idea that Islam can be apolitical isn't able to be embraced by whom?,its supporters | Scholars and observers | Islamism,The provided documents do not contain this information.,refused,True,model_judgement,0.3144,0.0,0.0
5711119cb654c5140001fae7,False,What made emigration to these colonies attractive?,they were accepted and allowed to worship freely | allowed to worship freely | they were accepted and allowed to worship freely,The provided documents do not contain this information.,refused,True,model_judgement,0.4933,0.0,0.0
5a2c08aebfd06b001a5ae98b,True,What year did BSkyB remove Sky Italia?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3186,1.0,1.0
5ad026a777cf76001a686bcb,True,Who published its blueprint for devotion in 1995?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.8505,1.0,1.0
5a66938ff038b7001ab0bffc,True,"In the US v. Burgos-Andujar, why was a member of the Navy's sentence increased?",,The provided documents do not contain this information.,refused,True,model_judgement,0.3144,1.0,1.0
5ad0483977cf76001a686f8c,True,What locations are headquartered at the California University at Irvine?,,"International corporations are headquartered at the University of California, Irvine.",answered,False,,0.4586,0.0,0.0
572fd47fa23a5019007fca57,False,Who is eligible to toss their name in the hat to be First Minister?,Any member | Any member | Any member,Any member of Parliament.,answered,False,,0.4742,0.0,0.6667
5727cc15ff5b5019007d9578,False,"Where are the Harvard medical, Dental and school of Public Health located?",Longwood Medical and Academic Area | Longwood Medical and Academic Area | Longwood Medical and Academic Area,"The Harvard Medical School, Harvard School of Dental Medicine, and the Harvard School of Public Health are located on a 21-acre campus in the Longwood Medical and Academic Area approximately 3.3 miles southwest of downtown Boston.",answered,False,,0.1908,0.0,0.2703
5a7b070121c2de001afe9cf0,True,Where is Visa Inc. located?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4005,1.0,1.0
57300200b2c2fd1400568729,False,What did Maududi believe Muslim society could not be Islamic in the absence of?,Sharia | Sharia | Sharia,Sharia.,answered,False,,0.2135,1.0,1.0
5ad4d6a75b96ef001a10a2c6,True,What happens when B cells and T cells are deactivated?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5286,1.0,1.0
5ad28035d7d075001a4297a6,True,What theory least best describes gravity?,,The provided documents do not contain this information.,refused,True,model_judgement,0.387,1.0,1.0
5a0c93b9f5590b0018dab475,True,Hunting and population are the main threats facing what?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.604,1.0,1.0
5726431aec44d21400f3dd17,False,Gateways allowed private companies to do what ,private networks were often connected via gateways to the public network to reach locations not on the private network | reach locations not on the private network | reach locations not on the private network,"The provided documents do not contain this information.  However, based on the context, it can be inferred that gateways allowed private companies to connect their networks to the public network in order to reach locations not on their private network.",hedged,False,,0.4281,0.0,0.4815
5a837549e60761001a2eb73d,True,What do the vesticles on tentilla contain?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5184,1.0,1.0
572ffa79a23a5019007fcbeb,False,What period did plates reverse directions to compress the Tethys floor?,Jurassic Period | Jurassic Period | Jurassic Period,The Jurassic Period.,answered,False,,0.3307,1.0,1.0
5acfedc577cf76001a68654b,True, One of FIS' agenda items was to force men to start doing what?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6959,1.0,1.0
5ad042cf77cf76001a686f25,True,What consists of eight Combined Statistical Areas?,,The provided documents do not contain this information.,refused,True,model_judgement,0.4997,1.0,1.0
572f60f4947a6a140053c8ec,False,What is the boundary between the High and Upper Rhine? ,Central Bridge | Central Bridge | Central Bridge,The Central Bridge is the boundary between High and Upper Rhine.,answered,False,,0.3675,0.0,0.3636
5728d7c54b864d1900164f4e,False,What issue plagues the literature about civil disobedience?,semantical problems and grammatical niceties | maze of semantical problems and grammatical niceties | semantical problems and grammatical niceties | semantical problems and grammatical niceties,A maze of semantical problems and grammatical niceties.,answered,False,,0.412,1.0,1.0
56de148dcffd8e1900b4b5bd,False,When did Dyrrachium  fall to the Normans?,1082 | February 1082 | February 1082,February 1082,answered,False,,0.2514,1.0,1.0
5a2c3ca9bfd06b001a5aea86,True,What service doesn't require a fee to use?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.6384,1.0,1.0
5ad54a375b96ef001a10ac4b,True,What is the least critical resource measured in assessing the determination of a Turing machine's ability to solve any given set of problems?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5247,1.0,1.0
5ad407de604f3c001a3ffebc,True,How accurate did Guo make the formed lunisolar calendar?,,"Guo Shoujing helped the Yuan reform the lunisolar calendar to provide an accuracy of 365.2425 days of the year, which was only 26 seconds off the modern Gregorian calendar's measurement.",answered,False,,0.3222,0.0,0.0
5a822bc531013a001a335281,True,How many classes outside of their concentration did the Carnegie Foundation require in 2007?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5356,1.0,1.0
5a38d4b9a4b263001a8c194b,True,How many passengers could a Chevrolet Bel Air carry in 1970?,,The provided documents do not contain this information.,refused,True,model_judgement,0.5252,1.0,1.0
57096c95200fba1400367fbc,False,What do some encrypted broadcasts require to view?,monthly subscription | a monthly subscription | monthly subscription,Some encrypted broadcasts require a monthly subscription.,answered,False,,0.4403,0.0,0.5
5728705c2ca10214002da35b,False,What was the civil war against Ragibagh also called?,the War of the Two Capitals | War of the Two Capitals | the War of the Two Capitals,The War of the Two Capitals.,answered,False,,0.5185,1.0,1.0
57299326af94a219006aa517,False,When was it discovered that prime numbers could applied to the creation of public key cryptography algorithms?,the 1970s | 1970s | 1970s | 1970s,"The provided documents do not contain this information.  However, based on the context, we can infer that it was publicly announced in the 1970s that prime numbers could be used as the basis for the creation of public key cryptography algorithms.",hedged,False,,0.1815,0.0,0.0541
5ad2615ed7d075001a42901c,True,What was the name of the first wooden church built in New Rochelle?,,The provided documents do not contain this information.,refused,True,model_judgement,0.3064,1.0,1.0
5a38aa28a4b263001a8c1880,True,What did Israel and Syria do to avoid being targeted by the boycott?,,The provided documents do not contain this information.,refused,True,retrieval_distance,0.5704,1.0,1.0
5a55234d134fea001a0e1978,True,Extended networking benefits helped those that could not connect to what platform? ,,ARPANET.,answered,False,,0.5088,0.0,0.0
57283adcff5b5019007d9f94,False, What may have caused rainforests to grow across South America?,the extinction of the dinosaurs and the wetter climate | extinction of the dinosaurs and the wetter climate | extinction of the dinosaurs,The provided documents do not contain this information.,refused,True,model_judgement,0.4543,0.0,0.0
